label,statement,named_entities,tagged_statement
1,"Tom Ganley has ""two F's from the Better Business Bureau"" and ""over 160 complaints in just three years.","[('Tom Ganley', 'PERSON'), ('two', 'CARDINAL'), ('F', 'PRODUCT'), ('the Better Business Bureau', 'ORG'), ('160', 'CARDINAL'), ('just three years', 'DATE')]","[PERSON]Tom Ganley[/PERSON] has ""[CARDINAL]two[/CARDINAL] [PRODUCT]F[/PRODUCT]'s from [ORG]the Better Business Bureau[/ORG]"" and ""over [CARDINAL]160[/CARDINAL] complaints in [DATE]just three years[/DATE]."
1,"We became a net exporter of natural gas in 2017, and until recently, our exports have exceeded our imports.","[('2017', 'DATE')]","We became a net exporter of natural gas in [DATE]2017[/DATE], and until recently, our exports have exceeded our imports."
0,We spend half a trillion dollars a year in tax preparation.,"[('half a trillion dollars', 'MONEY')]",We spend [MONEY]half a trillion dollars[/MONEY] a year in tax preparation.
1,"Says Marco Rubio opposes abortion ""even in the case of rape and incest.","[('Marco Rubio', 'PERSON')]","Says [PERSON]Marco Rubio[/PERSON] opposes abortion ""even in the case of rape and incest."
0,"Mark Kelly voted against the Keystone pipeline, which caused higher gas prices.","[('Mark Kelly', 'PERSON'), ('Keystone', 'PERSON')]","[PERSON]Mark Kelly[/PERSON] voted against the [PERSON]Keystone[/PERSON] pipeline, which caused higher gas prices."
0,CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.,"[('CBS', 'ORG'), ('Latinos for Trump', 'ORG'), ('Phoenix', 'GPE'), ('Biden', 'GPE')]",[ORG]CBS[/ORG] stole a photo from [ORG]Latinos for Trump[/ORG] in [GPE]Phoenix[/GPE] and tagged it as a [GPE]Biden[/GPE] event.
0,"Says the word ""Dhimmitude"" is on page 107 of the health care law and means ""Muslims are specifically exempted from the government mandate to purchase insurance.","[('107', 'CARDINAL'), ('Muslims', 'NORP')]","Says the word ""Dhimmitude"" is on page [CARDINAL]107[/CARDINAL] of the health care law and means ""[NORP]Muslims[/NORP] are specifically exempted from the government mandate to purchase insurance."
0,"President Joe Biden signed an executive order ""making health insurance free for qualifying Americans.","[('Joe Biden', 'PERSON'), ('Americans', 'NORP')]","President [PERSON]Joe Biden[/PERSON] signed an executive order ""making health insurance free for qualifying [NORP]Americans[/NORP]."
1,"Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far.","[('Georgia', 'GPE'), ('one', 'CARDINAL'), ('seven', 'CARDINAL'), ('2011', 'DATE'), ('8,200', 'CARDINAL')]","[GPE]Georgia[/GPE] is [CARDINAL]one[/CARDINAL] of [CARDINAL]seven[/CARDINAL] states to lose jobs in [DATE]2011[/DATE] and has lost [CARDINAL]8,200[/CARDINAL] jobs so far."
1,"Says Scott Walker cut ""taxes for the wealthiest"" and raised taxes ""on 140,000 Wisconsin families.","[('Scott Walker', 'PERSON'), ('140,000', 'CARDINAL'), ('Wisconsin', 'GPE')]","Says [PERSON]Scott Walker[/PERSON] cut ""taxes for the wealthiest"" and raised taxes ""on [CARDINAL]140,000[/CARDINAL] [GPE]Wisconsin[/GPE] families."
1,Sharron Angle voted to protect sex offenders.,"[('Sharron Angle', 'PERSON')]",[PERSON]Sharron Angle[/PERSON] voted to protect sex offenders.
1,"The Milwaukee business community ""did not speak about the facts"" -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.","[('Milwaukee', 'GPE'), ('Talgo', 'PERSON'), ('Milwaukee', 'GPE')]","The [GPE]Milwaukee[/GPE] business community ""did not speak about the facts"" -- and in support of train manufacturer [PERSON]Talgo[/PERSON] -- as the [GPE]Milwaukee[/GPE]-Madison rail link was being killed."
0,Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.,"[('Ga.', 'GPE'), ('400', 'CARDINAL')]",Says his plan to end the toll on [GPE]Ga.[/GPE] [CARDINAL]400[/CARDINAL] fulfills his campaign promise to commuters.
0,"There aren't enough ballots in question to change the outcome"" of the Harris vs. McCready race in NC Congressional District 9.","[('Harris', 'PERSON'), ('McCready', 'PERSON'), ('NC', 'GPE')]","There aren't enough ballots in question to change the outcome"" of the [PERSON]Harris[/PERSON] vs. [PERSON]McCready[/PERSON] race in [GPE]NC[/GPE] Congressional District 9."
0,"Says Chris Christie was the ""first governor in America to endorse"" Mitt Romney.","[('Chris Christie', 'PERSON'), ('first', 'ORDINAL'), ('America', 'GPE'), ('Mitt Romney', 'PERSON')]","Says [PERSON]Chris Christie[/PERSON] was the ""[ORDINAL]first[/ORDINAL] governor in [GPE]America[/GPE] to endorse"" [PERSON]Mitt Romney[/PERSON]."
0,The White House referred to Christmas trees as Holiday Trees for the first time this year.,"[('The White House', 'ORG'), ('Christmas', 'DATE'), ('Holiday Trees', 'ORG'), ('first', 'ORDINAL'), ('this year', 'DATE')]",[ORG]The White House[/ORG] referred to [DATE]Christmas[/DATE] trees as [ORG]Holiday Trees[/ORG] for the [ORDINAL]first[/ORDINAL] time [DATE]this year[/DATE].
1,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.","[('Barack Obama', 'PERSON'), ('11 percent', 'PERCENT')]","Says if labor force participation rate were the same as when [PERSON]Barack Obama[/PERSON] became president, unemployment would be [PERCENT]11 percent[/PERCENT]."
0,Every day on average 500 people die from gun violence.,"[('Every day', 'DATE'), ('500', 'CARDINAL')]",[DATE]Every day[/DATE] on average [CARDINAL]500[/CARDINAL] people die from gun violence.
0,Adam Schiff will be impeached.,"[('Adam Schiff', 'PERSON')]",[PERSON]Adam Schiff[/PERSON] will be impeached.
0,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,"[('Joe Biden', 'PERSON'), ('Ukraine', 'GPE')]",Says [PERSON]Joe Biden[/PERSON] is formally listed as criminal suspect in [GPE]Ukraine[/GPE] case involving his son.
1,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.","[('2002', 'DATE'), ('Scott Walker', 'PERSON'), ('over $370,000', 'MONEY')]","Since being elected in [DATE]2002[/DATE], [PERSON]Scott Walker[/PERSON] has ""given back [MONEY]over $370,000[/MONEY] of his salary to the county."
1,Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,"[('Tom', 'PERSON'), ('Cotton', 'PERSON'), ('Arkansan', 'ORG'), ('Congress', 'ORG'), ('Democrat', 'NORP'), ('Republican', 'NORP'), ('five', 'CARDINAL')]",Congressman ([PERSON]Tom[/PERSON]) [PERSON]Cotton[/PERSON] is the only [ORG]Arkansan[/ORG] in [ORG]Congress[/ORG] -- [NORP]Democrat[/NORP] or [NORP]Republican[/NORP] -- to vote against disaster relief [CARDINAL]five[/CARDINAL] times.
1,"A Wisconsin bill to limit use of food stamps for junk food would also ""prevent -- or limit --  the extent to which"" food stamps could be used for organic foods.","[('Wisconsin', 'GPE')]","A [GPE]Wisconsin[/GPE] bill to limit use of food stamps for junk food would also ""prevent -- or limit --  the extent to which"" food stamps could be used for organic foods."
0,Kavanaugh accuser's brother's firm linked to Fusion GPS.,[],Kavanaugh accuser's brother's firm linked to Fusion GPS.
1,Says Donald Trump is for a single-payer health care system.,"[('Donald Trump', 'PERSON')]",Says [PERSON]Donald Trump[/PERSON] is for a single-payer health care system.
0,Baseball and insurance are the only industries exempt from antitrust laws.,[],Baseball and insurance are the only industries exempt from antitrust laws.
1,"In one of the states that determined the outcome"" of the 2016 presidential race, ""the winning margin averaged out to just two votes per precinct, two votes.","[('one', 'CARDINAL'), ('2016', 'DATE'), ('two', 'CARDINAL'), ('two', 'CARDINAL')]","In [CARDINAL]one[/CARDINAL] of the states that determined the outcome"" of the [DATE]2016[/DATE] presidential race, ""the winning margin averaged out to just [CARDINAL]two[/CARDINAL] votes per precinct, [CARDINAL]two[/CARDINAL] votes."
0,34 dead after Lizzo attempted to crowd surf.,"[('34', 'CARDINAL'), ('Lizzo', 'PERSON')]",[CARDINAL]34[/CARDINAL] dead after [PERSON]Lizzo[/PERSON] attempted to crowd surf.
1,"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964.","[('Americans', 'NORP'), ('1964', 'DATE')]","Says ""the number of [NORP]Americans[/NORP] living at or below the poverty line is at its highest level since"" [DATE]1964[/DATE]."
0,Suntrust Bank cancels account because company sells guns.,"[('Bank', 'ORG')]",Suntrust [ORG]Bank[/ORG] cancels account because company sells guns.
0,"Says President Barack Obama ""spent nearly a trillion dollars on make-work government jobs.","[('Barack Obama', 'PERSON'), ('nearly a trillion dollars', 'MONEY')]","Says President [PERSON]Barack Obama[/PERSON] ""spent [MONEY]nearly a trillion dollars[/MONEY] on make-work government jobs."
1,"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, ""it leaves about 15 million people"" who are uninsured.","[('more than $75,000', 'MONEY'), ('about 15 million', 'CARDINAL')]","If you don't count illegal aliens, people who qualify for other insurance, and people who make [MONEY]more than $75,000[/MONEY] a year, ""it leaves [CARDINAL]about 15 million[/CARDINAL] people"" who are uninsured."
0,Says several well-known charities such as Goodwill and American Red Cross overpay their CEOs and spend a small percentage on helping people.,"[('Goodwill', 'ORG'), ('American Red Cross', 'ORG')]",Says several well-known charities such as [ORG]Goodwill[/ORG] and [ORG]American Red Cross[/ORG] overpay their CEOs and spend a small percentage on helping people.
0,"The 2011 Rebuild America Jobs Act ""would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.","[('2011', 'DATE'), ('American', 'NORP'), ('1,000', 'MONEY')]","The [DATE]2011[/DATE] Rebuild America Jobs Act ""would have cost the average [NORP]American[/NORP] family $[MONEY]1,000[/MONEY] a year while making no significant impact to fix our infrastructure and roads."
0,CNN announces today there will be no more live audiences at town halls.,"[('CNN', 'ORG'), ('today', 'DATE')]",[ORG]CNN[/ORG] announces [DATE]today[/DATE] there will be no more live audiences at town halls.
1,"In 2016, Democrats suggested that the election was stolen.","[('2016', 'DATE'), ('Democrats', 'NORP')]","In [DATE]2016[/DATE], [NORP]Democrats[/NORP] suggested that the election was stolen."
0,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,"[('Almost 95 percent', 'PERCENT'), ('Planned Parenthood', 'ORG')]",[PERCENT]Almost 95 percent[/PERCENT] of all ([ORG]Planned Parenthood[/ORG]) pregnancy services were abortions.
0,There have been 30 published polls in this election cycle and Harry Reid's been trailing in every single one.,"[('30', 'CARDINAL'), (""Harry Reid's"", 'PERSON')]",There have been [CARDINAL]30[/CARDINAL] published polls in this election cycle and [PERSON]Harry Reid's[/PERSON] been trailing in every single one.
1,"Says Donald Trump promised ""the mass deportation of Latino families.","[('Donald Trump', 'PERSON')]","Says [PERSON]Donald Trump[/PERSON] promised ""the mass deportation of Latino families."
1,Texas has lost the most law enforcement officers in the line of duty of any state in America.,"[('Texas', 'GPE'), ('America', 'GPE')]",[GPE]Texas[/GPE] has lost the most law enforcement officers in the line of duty of any state in [GPE]America[/GPE].
0,"Federal government reneging"" on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-'15 state budget.","[('Medicaid', 'ORG'), ('Wisconsin', 'GPE'), ('about $240 million', 'MONEY')]","Federal government reneging"" on [ORG]Medicaid[/ORG] payments to [GPE]Wisconsin[/GPE] caused [MONEY]about $240 million[/MONEY] in extra costs in the 2013-'15 state budget."
0,We have the highest funding in (the) K-12 system in the history of the state.,"[('K-12', 'PRODUCT')]",We have the highest funding in (the) [PRODUCT]K-12[/PRODUCT] system in the history of the state.
1,"Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country.","[('the United States', 'GPE'), ('Rhode Island', 'GPE'), ('second', 'ORDINAL')]","Lyme disease is one of the fastest growing infectious diseases in [GPE]the United States[/GPE], and [GPE]Rhode Island[/GPE] has the [ORDINAL]second[/ORDINAL]-highest incidence of this disease in the country."
1,The rainy day fund … is $320 million. That's much more than what it has been in the past.,"[('$320 million', 'MONEY')]",The rainy day fund … is [MONEY]$320 million[/MONEY]. That's much more than what it has been in the past.
0,"Gov. Wolf is trying to implement ""a severance tax that would be financed by Pennsylvania's working class","[('Wolf', 'PERSON'), ('Pennsylvania', 'GPE')]","Gov. [PERSON]Wolf[/PERSON] is trying to implement ""a severance tax that would be financed by [GPE]Pennsylvania[/GPE]'s working class"
0,Video shows missile attack in Beirut explosion.,"[('Beirut', 'GPE')]",Video shows missile attack in [GPE]Beirut[/GPE] explosion.
0,"A ""public health warning"" was recently issued for fluoride toothpaste.",[],"A ""public health warning"" was recently issued for fluoride toothpaste."
0,"Studies show ""the 2016 shooting and murder rate in Chicago cost us about $9.6 BILLION DOLLARS"" and ""the entire City budget for 2018 is $8.6 billion dollars. This math does not work, it is financially killing our city.","[('2016', 'DATE'), ('Chicago', 'GPE'), ('about $9.6 BILLION DOLLARS', 'MONEY'), ('2018', 'DATE'), ('$8.6 billion dollars', 'MONEY')]","Studies show ""the [DATE]2016[/DATE] shooting and murder rate in [GPE]Chicago[/GPE] cost us [MONEY]about $9.6 BILLION DOLLARS[/MONEY]"" and ""the entire City budget for [DATE]2018[/DATE] is [MONEY]$8.6 billion dollars[/MONEY]. This math does not work, it is financially killing our city."
0,Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,"[('Vatican', 'FAC'), ('Pope Francis', 'PERSON'), ('two', 'CARDINAL')]",Says the [FAC]Vatican[/FAC] confirmed that [PERSON]Pope Francis[/PERSON] and [CARDINAL]two[/CARDINAL] aides tested positive for coronavirus.
1,"We've seen highway fatalities actually decrease in Colorado"" since marijuana use was legalized.","[('Colorado', 'GPE'), ('marijuana', 'PERSON')]","We've seen highway fatalities actually decrease in [GPE]Colorado[/GPE]"" since [PERSON]marijuana[/PERSON] use was legalized."
1,People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,"[('200', 'CARDINAL'), ('annually', 'DATE'), ('Bill Clinton', 'PERSON')]",People for the Ethical Treatment of Animals estimates [CARDINAL]200[/CARDINAL] animals will be spared [DATE]annually[/DATE] as the result of former President [PERSON]Bill Clinton[/PERSON] adopting a vegan diet.
0,"Says Joe Biden and Democrats ""have not legitimately won"" the presidency.","[('Joe Biden', 'PERSON'), ('Democrats', 'NORP')]","Says [PERSON]Joe Biden[/PERSON] and [NORP]Democrats[/NORP] ""have not legitimately won"" the presidency."
